,sentence #,word,tag,word_idx,tag_idx
7975,394,dari,O,2006,0
7976,394,setiap,O,2567,0
7977,394,lokasi,O,4387,0
7978,394,tempat,O,1050,0
7979,394,Hamas,B-ORG,8455,2
7980,394,melancarkan,O,3723,0
7981,394,kegiatan,O,6823,0
7982,394,teroris,O,78,0
7983,394,.,O,6215,0
7984,395,Mindset,O,7210,0
7985,395,seperti,O,7632,0
7986,395,inilah,O,3062,0
7987,395,yang,O,5214,0
7988,395,perlu,O,2094,0
7989,395,diubah,O,8531,0
7990,395,",",O,7275,0
7991,395,tandas,O,2585,0
7992,395,Grace,B-PER,7100,4
7993,395,.,O,6215,0
7994,396,Sebagai,O,3636,0
7995,396,contoh,O,5582,0
7996,396,",",O,7275,0
7997,396,ketika,O,8034,0
7998,396,bertamu,O,70,0
7999,396,ke,O,5973,0
8000,396,rumah,O,8099,0
8001,396,orang,O,4687,0
8002,396,",",O,7275,0
8003,396,seringkali,O,5222,0
8004,396,yang,O,5214,0
8005,396,ditanyakan,O,512,0
8006,396,terlebih,O,3268,0
8007,396,dulu,O,3514,0
8008,396,oleh,O,5947,0
8009,396,tuan,O,4568,0
8010,396,rumah,O,8099,0
8011,396,adalah,O,2039,0
8012,396,sudah,O,1432,0
8013,396,makan,O,97,0
8014,396,atau,O,671,0
8015,396,belum,O,138,0
8016,396,atau,O,671,0
8017,396,ajakan,O,181,0
8018,396,ayo,O,3953,0
8019,396,makan,O,97,0
8020,396,dulu,O,3514,0
8021,396,.,O,6215,0
8022,397,Belum,O,2847,0
8023,397,lagi,O,4592,0
8024,397,paket,O,2410,0
8025,397,Undang-undang,O,3311,0
8026,397,Keuangan,O,1952,0
8027,397,",",O,7275,0
8028,397,termasuk,O,4598,0
8029,397,undang-undang,O,4693,0
8030,397,di,O,4961,0
8031,397,sektor,O,738,0
8032,397,perbankan,O,1458,0
8033,397,",",O,7275,0
8034,397,yang,O,5214,0
8035,397,sangat,O,7969,0
8036,397,memudahkan,O,322,0
8037,397,bank,O,6292,0
8038,397,asing,O,2471,0
8039,397,beroperasi,O,6771,0
8040,397,di,O,4961,0
8041,397,Indonesia,B-LOC,1745,6
8042,397,.,O,6215,0
8043,398,Badai,O,2648,0
8044,398,itu,O,5216,0
8045,398,bergerak,O,7867,0
8046,398,ke,O,5973,0
8047,398,arah,O,3648,0
8048,398,baratlaut,O,166,0
8049,398,dengan,O,3381,0
8050,398,kecepatan,O,4711,0
8051,398,15,O,315,0
8052,398,kilometer,O,8184,0
8053,398,per,O,909,0
8054,398,jam,O,724,0
8055,398,.,O,6215,0
8056,399,Sampai,O,3060,0
8057,399,saat,O,1205,0
8058,399,ini,O,452,0
8059,399,belum,O,138,0
8060,399,ditemukan,O,3992,0
8061,399,vaksin,O,7413,0
8062,399,dan,O,652,0
8063,399,obat,O,3688,0
8064,399,untuk,O,1163,0
8065,399,mengatasi,O,4715,0
8066,399,virus,O,1844,0
8067,399,ebola,O,4255,0
8068,399,ini,O,452,0
8069,399,.,O,6215,0
8070,400,Komite,O,5804,0
8071,400,bermarkas,O,5881,0
8072,400,di,O,4961,0
8073,400,New,B-LOC,4213,6
8074,400,York,I-LOC,377,1
8075,400,itu,O,5216,0
8076,400,mengemukakan,O,6480,0
8077,400,semakin,O,3007,0
8078,400,banyak,O,3391,0
8079,400,pemerintah,O,4757,0
8080,400,beralih,O,306,0
8081,400,dari,O,2006,0
8082,400,cara,O,4936,0
8083,400,penindasan,O,7520,0
8084,400,langsung,O,998,0
8085,400,menjadi,O,445,0
8086,400,lebih,O,1596,0
8087,400,tak,O,5495,0
8088,400,kentara,O,3393,0
8089,400,dalam,O,2176,0
8090,400,memberangus,O,5934,0
8091,400,pengecam,O,2193,0
8092,400,mereka,O,4062,0
8093,400,di,O,4961,0
8094,400,media,O,4453,0
8095,400,",",O,7275,0
8096,400,mulai,O,6404,0
8097,400,dari,O,2006,0
8098,400,pengetatan,O,4578,0
8099,400,kendali,O,2087,0
8100,400,atas,O,3830,0
8101,400,pers,O,7193,0
8102,400,seperti,O,7632,0
8103,400,di,O,4961,0
8104,400,Rusia,B-LOC,2603,6
8105,400,hingga,O,6753,0
8106,400,pelarangan,O,1717,0
8107,400,internet,O,7793,0
8108,400,di,O,4961,0
8109,400,China,B-LOC,3234,6
8110,400,.,O,6215,0
8111,401,Tentu,O,5570,0
8112,401,saya,O,3053,0
8113,401,harus,O,5970,0
8114,401,menghormati,O,3879,0
8115,401,.,O,6215,0
8116,402,Antara,O,3385,0
8117,402,lain,O,2367,0
8118,402,",",O,7275,0
8119,402,12,O,4174,0
8120,402,petani,O,1561,0
8121,402,di,O,4961,0
8122,402,Kediri,B-LOC,7755,6
8123,402,",",O,7275,0
8124,402,Jawa,B-LOC,4968,6
8125,402,Timur,I-LOC,1298,1
8126,402,",",O,7275,0
8127,402,yang,O,5214,0
8128,402,masuk,O,6912,0
8129,402,penjara,O,3803,0
8130,402,akibat,O,5790,0
8131,402,mengembangkan,O,8510,0
8132,402,bibit,O,525,0
8133,402,.,O,6215,0
8134,403,Di,O,4565,0
8135,403,dalam,O,2176,0
8136,403,rumah,O,8099,0
8137,403,terdapat,O,5835,0
8138,403,113,O,1611,0
8139,403,foto,O,351,0
8140,403,karya,O,7178,0
8141,403,Mendur,B-PER,6598,4
8142,403,bersaudara,O,1979,0
8143,403,.,O,6215,0
8144,404,Kaum,O,2340,0
8145,404,perempuan,O,6786,0
8146,404,di,O,4961,0
8147,404,Afghanistan,B-LOC,643,6
8148,404,",",O,7275,0
8149,404,terutama,O,6323,0
8150,404,di,O,4961,0
8151,404,pedesaan,O,6247,0
8152,404,tempat,O,1050,0
8153,404,orang,O,4687,0
8154,404,sangat,O,7969,0
8155,404,percaya,O,875,0
8156,404,pada,O,2365,0
8157,404,tradisi,O,2910,0
8158,404,",",O,7275,0
8159,404,biasanya,O,2436,0
8160,404,memilih,O,8159,0
8161,404,tinggal,O,2089,0
8162,404,di,O,4961,0
8163,404,rumah,O,8099,0
8164,404,atau,O,671,0
8165,404,melakukan,O,27,0
8166,404,pekerjaan,O,6279,0
8167,404,ringan,O,1390,0
8168,404,.,O,6215,0
8169,405,Saatnya,O,3050,0
8170,405,berkarya,O,7798,0
8171,405,",",O,7275,0
8172,405,enyahkan,O,6257,0
8173,405,pertikaian,O,4564,0
8174,405,dan,O,652,0
8175,405,perbedaan,O,3884,0
8176,405,.,O,6215,0
8177,406,Terminal,B-LOC,2387,6
8178,406,Bandara,I-LOC,892,1
8179,406,Sepinggan,I-LOC,3350,1
8180,406,baru,O,7187,0
8181,406,ini,O,452,0
8182,406,dilengkapi,O,7355,0
8183,406,dengan,O,3381,0
8184,406,fasilitas,O,4404,0
8185,406,yang,O,5214,0
8186,406,lebih,O,1596,0
8187,406,memadai,O,764,0
8188,406,dan,O,652,0
8189,406,modern,O,5330,0
8190,406,.,O,6215,0
8191,407,Kalau,O,5035,0
8192,407,melihat,O,5690,0
8193,407,dari,O,2006,0
8194,407,platform,O,7914,0
8195,407,politik,O,3094,0
8196,407,masing-masing,O,4268,0
8197,407,partai,O,4326,0
8198,407,",",O,7275,0
8199,407,intinya,O,2314,0
8200,407,bukan,O,3022,0
8201,407,sesuatu,O,3230,0
8202,407,hal,O,6127,0
8203,407,yang,O,5214,0
8204,407,mengejutkan,O,5526,0
8205,407,.,O,6215,0
8206,407,Platform,O,7702,0
8207,407,Demokrat,B-ORG,2123,2
8208,407,dan,O,652,0
8209,407,PDI-P,B-ORG,3557,2
8210,407,sebenarnya,O,4514,0
8211,407,tidak,O,7285,0
8212,407,banyak,O,3391,0
8213,407,perbedaan,O,3884,0
8214,407,mendasar,O,5157,0
8215,407,.,O,6215,0
8216,407,Nasionalis,O,2440,0
8217,407,kebangsaan,O,3059,0
8218,407,",",O,7275,0
8219,407,ujar,O,5990,0
8220,407,Agung,B-PER,610,4
8221,407,",",O,7275,0
8222,407,Senin,O,198,0
8223,407,(11/5),O,6874,0
8224,407,di,O,4961,0
8225,407,Gedung,B-LOC,2908,6
8226,407,DPR,I-LOC,3116,1
8227,407,",",O,7275,0
8228,407,Jakarta,B-LOC,1547,6
8229,407,.,O,6215,0
8230,408,Dalam,O,1015,0
8231,408,Kabinet,B-ORG,5780,2
8232,408,Indonesia,I-ORG,1745,5
8233,408,Bersatu,I-ORG,4270,5
8234,408,II,I-ORG,1438,5
8235,408,",",O,7275,0
8236,408,PPP,B-ORG,7446,2
8237,408,menempatkan,O,1182,0
8238,408,dua,O,7157,0
8239,408,menterinya,O,8371,0
8240,408,",",O,7275,0
8241,408,yaitu,O,5940,0
8242,408,Menteri,O,7372,0
8243,408,Agama,O,5428,0
8244,408,Suryadharma,B-PER,170,4
8245,408,Ali,I-PER,3029,3
8246,408,dan,O,652,0
8247,408,Menteri,O,7372,0
8248,408,Perumahan,O,778,0
8249,408,Suharso,B-PER,5702,4
8250,408,Manoarfa,I-PER,7504,3
8251,408,.,O,6215,0
8252,409,Jero,B-PER,5750,4
8253,409,ingin,O,2800,0
8254,409,pengetatan,O,4578,0
8255,409,konsumsi,O,7442,0
8256,409,BBM,O,5883,0
8257,409,subsidi,O,3168,0
8258,409,tidak,O,7285,0
8259,409,merugikan,O,5639,0
8260,409,rakyat,O,6102,0
8261,409,kelas,O,1288,0
8262,409,menengah,O,7288,0
8263,409,ke,O,5973,0
8264,409,bawah,O,5084,0
8265,409,",",O,7275,0
8266,409,seperti,O,7632,0
8267,409,nelayan,O,1069,0
8268,409,",",O,7275,0
8269,409,petani,O,1561,0
8270,409,dan,O,652,0
8271,409,lainnya,O,579,0
8272,409,.,O,6215,0
8273,410,Ketidakhati-hatian,O,7987,0
8274,410,Dahlan,B-PER,6221,4
8275,410,telah,O,5612,0
8276,410,membuat,O,1426,0
8277,410,ketidakharmonisan,O,1875,0
8278,410,antara,O,2069,0
8279,410,pemerintah,O,4757,0
8280,410,dengan,O,3381,0
8281,410,Dewan,O,5406,0
8282,410,",",O,7275,0
8283,410,kata,O,5420,0
8284,410,Ketua,O,6353,0
8285,410,BK,B-ORG,1777,2
8286,410,Muhammad,B-PER,2097,4
8287,410,Prakosa,I-PER,6132,3
8288,410,saat,O,1205,0
8289,410,ditemui,O,3224,0
8290,410,di,O,4961,0
8291,410,kompleks,B-LOC,4781,6
8292,410,DPR,I-LOC,3116,1
8293,410,",",O,7275,0
8294,410,Senayan,B-LOC,757,6
8295,410,",",O,7275,0
8296,410,Kamis,O,3407,0
8297,410,",",O,7275,0
8298,410,6,O,3285,0
8299,410,Desember,O,1477,0
8300,410,2012,O,7012,0
8301,410,.,O,6215,0
8302,411,Untuk,O,4928,0
8303,411,harga,O,6065,0
8304,411,ikan,O,5580,0
8305,411,tongkol,O,5051,0
8306,411,Apolo,O,1763,0
8307,411,yang,O,5214,0
8308,411,biasanya,O,2436,0
8309,411,dipatok,O,4149,0
8310,411,Rp,O,1340,0
8311,411,25,O,4040,0
8312,411,ribu,O,3462,0
8313,411,per,O,909,0
8314,411,kilogram,O,911,0
8315,411,menjadi,O,445,0
8316,411,Rp,O,1340,0
8317,411,18,O,3860,0
8318,411,ribu,O,3462,0
8319,411,.,O,6215,0
8320,411,Tongkol,O,1370,0
8321,411,biasa,O,4095,0
8322,411,turun,O,6857,0
8323,411,dari,O,2006,0
8324,411,Rp,O,1340,0
8325,411,22,O,4983,0
8326,411,ribu/kg,O,172,0
8327,411,menjadi,O,445,0
8328,411,Rp,O,1340,0
8329,411,18,O,3860,0
8330,411,ribu,O,3462,0
8331,411,.,O,6215,0
8332,412,Untuk,O,4928,0
8333,412,mengenang,O,6949,0
8334,412,aksi,O,6315,0
8335,412,heroik,O,5124,0
8336,412,Mendur,B-PER,6598,4
8337,412,bersaudara,O,1979,0
8338,412,",",O,7275,0
8339,412,keluarga,O,3747,0
8340,412,besar,O,2282,0
8341,412,Mendur,B-PER,6598,4
8342,412,mendirikan,O,3017,0
8343,412,sebuah,O,977,0
8344,412,monumen,O,6053,0
8345,412,yang,O,5214,0
8346,412,disebut,O,3814,0
8347,412,Tugu,B-LOC,4841,6
8348,412,Pers,I-LOC,8302,1
8349,412,Mendur,I-LOC,6598,1
8350,412,.,O,6215,0
8351,413,Para,O,1297,0
8352,413,pejabat,O,4215,0
8353,413,MDC,B-ORG,4894,2
8354,413,mengatakan,O,3220,0
8355,413,",",O,7275,0
8356,413,Ahad,B-PER,6729,4
8357,413,",",O,7275,0
8358,413,puluhan,O,500,0
8359,413,pendukung,O,5872,0
8360,413,partai,O,4326,0
8361,413,itu,O,5216,0
8362,413,telah,O,5612,0
8363,413,diciduk,O,5853,0
8364,413,oleh,O,5947,0
8365,413,polisi,O,2952,0
8366,413,.,O,6215,0
8367,414,Saingan,O,4065,0
8368,414,berat,O,8223,0
8369,414,Khajimba,B-PER,5431,4
8370,414,adalah,O,2039,0
8371,414,Aslan,B-PER,6291,4
8372,414,Bzhania,I-PER,2238,3
8373,414,",",O,7275,0
8374,414,51,O,4609,0
8375,414,tahun,O,228,0
8376,414,",",O,7275,0
8377,414,yang,O,5214,0
8378,414,menjabat,O,3254,0
8379,414,kepala,O,6224,0
8380,414,dinas,O,4962,0
8381,414,keamanan,O,4094,0
8382,414,negara,O,6491,0
8383,414,selama,O,6582,0
8384,414,lebih,O,1596,0
8385,414,empat,O,3712,0
8386,414,tahun,O,228,0
8387,414,sampai,O,4892,0
8388,414,Juli,O,960,0
8389,414,2014,O,4093,0
8390,414,.,O,6215,0
8391,415,HMI,B-ORG,3492,2
8392,415,bisa,O,3106,0
8393,415,menjadi,O,445,0
8394,415,tenaga,O,3529,0
8395,415,kesejahteraan,O,1970,0
8396,415,sosial,O,3322,0
8397,415,masyarakat,O,5828,0
8398,415,yang,O,5214,0
8399,415,membantu,O,7182,0
8400,415,mengatasi,O,4715,0
8401,415,PMKS,O,823,0
8402,415,",",O,7275,0
8403,415,ujarnya,O,3526,0
8404,415,.,O,6215,0
8405,416,Penggunaan,O,6557,0
8406,416,Marriot,O,4518,0
8407,416,terhadap,O,6889,0
8408,416,produk,O,8541,0
8409,416,telur,O,1664,0
8410,416,ini,O,452,0
8411,416,belum,O,138,0
8412,416,bisa,O,3106,0
8413,416,diketahui,O,6717,0
8414,416,",",O,7275,0
8415,416,dan,O,652,0
8416,416,pihak,O,372,0
8417,416,Marriot,B-ORG,4518,2
8418,416,pun,O,2691,0
8419,416,belum,O,138,0
8420,416,bisa,O,3106,0
8421,416,dihubungi,O,6185,0
8422,416,.,O,6215,0
8423,417,IPPHOS,B-ORG,4985,2
8424,417,berkantor,O,6190,0
8425,417,di,O,4961,0
8426,417,Jalan,B-LOC,2899,6
8427,417,Hayam,I-LOC,6414,1
8428,417,Wuruk,I-LOC,4466,1
8429,417,Nomor,O,1234,0
8430,417,30,O,6658,0
8431,417,",",O,7275,0
8432,417,Jakarta,B-LOC,1547,6
8433,417,sejak,O,6158,0
8434,417,berdiri,O,2701,0
8435,417,2,O,3876,0
8436,417,Oktober,O,3291,0
8437,417,1946,O,2741,0
8438,417,hingga,O,6753,0
8439,417,30,O,6658,0
8440,417,tahun,O,228,0
8441,417,kemudian,O,6662,0
8442,417,.,O,6215,0
8443,418,Fernita,B-PER,6620,4
8444,418,percaya,O,875,0
8445,418,bahwa,O,7740,0
8446,418,Angel,B-PER,822,4
8447,418,memiliki,O,411,0
8448,418,kompetensi,O,5224,0
8449,418,yang,O,5214,0
8450,418,cukup,O,3123,0
8451,418,dalam,O,2176,0
8452,418,bidang,O,5698,0
8453,418,politik,O,3094,0
8454,418,karena,O,3303,0
8455,418,ia,O,5670,0
8456,418,dapat,O,7869,0
8457,418,cepat,O,7595,0
8458,418,belajar,O,2606,0
8459,418,soal,O,7696,0
8460,418,politik,O,3094,0
8461,418,.,O,6215,0
8462,419,Burung,O,5564,0
8463,419,bisa,O,3106,0
8464,419,terbang,O,6803,0
8465,419,.,O,6215,0
8466,420,Menurut,O,2425,0
8467,420,dia,O,3727,0
8468,420,",",O,7275,0
8469,420,bukan,O,3022,0
8470,420,KIH,B-ORG,3559,2
8471,420,yang,O,5214,0
8472,420,mengganggu,O,2597,0
8473,420,pemerintahan,O,5706,0
8474,420,Jokowi,B-PER,8234,4
8475,420,.,O,6215,0
8476,421,Misalnya,O,2224,0
8477,421,Aburizal,B-PER,6386,4
8478,421,Bakrie,I-PER,1883,3
8479,421,atau,O,671,0
8480,421,Prabowo,B-PER,912,4
8481,421,Subianto,I-PER,195,3
8482,421,.,O,6215,0
8483,422,Tidak,O,482,0
8484,422,usah,O,8468,0
8485,422,khawatir,O,4449,0
8486,422,mengganggu,O,2597,0
8487,422,kinerja,O,2543,0
8488,422,.,O,6215,0
8489,422,Sistem,O,5894,0
8490,422,ini,O,452,0
8491,422,berjalan,O,6409,0
8492,422,kok,O,5116,0
8493,422,.,O,6215,0
8494,422,Setiap-tiap,O,1519,0
8495,422,kementerian,O,943,0
8496,422,berjalan,O,6409,0
8497,422,",",O,7275,0
8498,422,dia,O,3727,0
8499,422,tegaskan,O,4245,0
8500,422,.,O,6215,0
8501,423,Iran,O,3076,0
8502,423,memperkenalkan,O,8432,0
8503,423,generasi,O,304,0
8504,423,terbaru,O,4848,0
8505,423,rudal,O,245,0
8506,423,kapal,O,7038,0
8507,423,jarak,O,582,0
8508,423,pendek,O,3209,0
8509,423,dan,O,652,0
8510,423,pesawat,O,5274,0
8511,423,tak,O,5495,0
8512,423,berawak,O,3779,0
8513,423,",",O,7275,0
8514,423,Minggu,O,6182,0
8515,423,(24/8),O,5170,0
8516,423,",",O,7275,0
8517,423,saat,O,1205,0
8518,423,Presiden,O,6498,0
8519,423,Hassan,B-PER,1441,4
8520,423,Rouhani,I-PER,76,3
8521,423,mengatakan,O,3220,0
8522,423,doktrin,O,4216,0
8523,423,militernya,O,695,0
8524,423,berdasarkan,O,5694,0
8525,423,pada,O,2365,0
8526,423,menghalau,O,1081,0
8527,423,dan,O,652,0
8528,423,menghadapi,O,5167,0
8529,423,ancaman,O,734,0
8530,423,dari,O,2006,0
8531,423,negara,O,6491,0
8532,423,asing,O,2471,0
8533,423,.,O,6215,0
8534,424,PPATK,B-ORG,7148,2
8535,424,",",O,7275,0
8536,424,Kamis,O,3407,0
8537,424,lalu,O,1157,0
8538,424,",",O,7275,0
8539,424,mengungkap,O,5519,0
8540,424,ada,O,7538,0
8541,424,21,O,1338,0
8542,424,transaksi,O,5451,0
8543,424,mencurigakan,O,6659,0
8544,424,yang,O,5214,0
8545,424,melibatkan,O,1639,0
8546,424,seorang,O,6027,0
8547,424,anggota,O,5556,0
8548,424,Badan,B-ORG,4341,2
8549,424,Anggaran,I-ORG,1087,5
8550,424,DPR,I-ORG,3116,5
8551,424,.,O,6215,0
8552,425,Politisi,O,7467,0
8553,425,PDIP,B-ORG,1926,2
8554,425,ini,O,452,0
8555,425,mengatakan,O,3220,0
8556,425,langkahnya,O,2179,0
8557,425,mengesahkan,O,6200,0
8558,425,kepengurusan,O,5986,0
8559,425,PPP,B-ORG,7446,2
8560,425,kubu,O,5180,0
8561,425,Romahurmuziy,B-PER,2384,4
8562,425,sebagai,O,1754,0
8563,425,upaya,O,1135,0
8564,425,menjalankan,O,5064,0
8565,425,amanat,O,1224,0
8566,425,Presiden,O,6498,0
8567,425,Jokowi,B-PER,8234,4
8568,425,yang,O,5214,0
8569,425,memintanya,O,8200,0
8570,425,segera,O,4439,0
8571,425,menyelesaikan,O,2817,0
8572,425,masalah,O,529,0
8573,425,kepengurusan,O,5986,0
8574,425,PPP,B-ORG,7446,2
8575,425,agar,O,1429,0
8576,425,tidak,O,7285,0
8577,425,memperkeruh,O,162,0
8578,425,keadaan,O,2313,0
8579,425,.,O,6215,0
8580,426,Djoko,B-PER,3761,4
8581,426,menyatakan,O,3594,0
8582,426,kondisi,O,6028,0
8583,426,masyarakat,O,5828,0
8584,426,Indonesia,O,1745,0
8585,426,terpantau,O,1956,0
8586,426,aman,O,1873,0
8587,426,karena,O,3303,0
8588,426,tak,O,5495,0
8589,426,mudah,O,8033,0
8590,426,terpancing,O,5667,0
8591,426,oleh,O,5947,0
8592,426,tindakan,O,6357,0
8593,426,keras,O,4342,0
8594,426,dari,O,2006,0
8595,426,kelompok-kelompok,O,8442,0
8596,426,tertentu,O,4814,0
8597,426,.,O,6215,0
8598,427,BK,B-ORG,1777,2
8599,427,juga,O,6288,0
8600,427,menyebutkan,O,5284,0
8601,427,ada,O,7538,0
8602,427,tiga,O,6537,0
8603,427,nama,O,8063,0
8604,427,yang,O,5214,0
8605,427,sudah,O,1432,0
8606,427,disalah,O,2206,0
8607,427,indentifikasi,O,3667,0
8608,427,oleh,O,5947,0
8609,427,Dahlan,B-PER,6221,4
8610,427,",",O,7275,0
8611,427,yaitu,O,5940,0
8612,427,Andi,B-PER,5131,4
8613,427,Timo,I-PER,1232,3
8614,427,Pangerang,I-PER,3284,3
8615,427,",",O,7275,0
8616,427,Muhammad,B-PER,2097,4
8617,427,Hatta,I-PER,7576,3
8618,427,",",O,7275,0
8619,427,dan,O,652,0
8620,427,M,B-PER,6908,4
8621,427,Ichlas,I-PER,5921,3
8622,427,El,I-PER,4276,3
8623,427,Qudsi,I-PER,6924,3
8624,427,.,O,6215,0
8625,428,Wakil,O,1316,0
8626,428,Ketua,O,6353,0
8627,428,DPR,B-ORG,3116,2
8628,428,Fadli,B-PER,855,4
8629,428,Zon,I-PER,566,3
8630,428,mengkritik,O,5255,0
8631,428,pemerintahan,O,5706,0
8632,428,Joko,B-PER,7033,4
8633,428,Widodo,I-PER,1296,3
8634,428,yang,O,5214,0
8635,428,dinilainya,O,6169,0
8636,428,lambat,O,6374,0
8637,428,dalam,O,2176,0
8638,428,melakukan,O,27,0
8639,428,eksekusi,O,2121,0
8640,428,terhadap,O,6889,0
8641,428,para,O,4473,0
8642,428,terpidana,O,7787,0
8643,428,mati,O,2611,0
8644,428,kasus,O,746,0
8645,428,narkoba,O,8216,0
8646,428,.,O,6215,0
8647,429,Badan,B-ORG,4341,2
8648,429,Kehormatan,I-ORG,7195,5
8649,429,menilai,O,4305,0
8650,429,Dahlan,B-PER,6221,4
8651,429,Iskan,I-PER,2350,3
8652,429,sudah,O,1432,0
8653,429,menimbulkan,O,4128,0
8654,429,kegaduhan,O,6660,0
8655,429,politik,O,3094,0
8656,429,karena,O,3303,0
8657,429,melaporkan,O,4688,0
8658,429,kasus,O,746,0
8659,429,yang,O,5214,0
8660,429,belum,O,138,0
8661,429,jelas,O,5076,0
8662,429,bukti-bukti,O,6354,0
8663,429,pendukungnya,O,2134,0
8664,429,.,O,6215,0
8665,430,Hal,O,753,0
8666,430,yang,O,5214,0
8667,430,utama,O,7375,0
8668,430,adalah,O,2039,0
8669,430,pengaplikasian,O,4454,0
8670,430,Airport,O,4885,0
8671,430,Operation,O,3388,0
8672,430,Data,O,1994,0
8673,430,Base,O,7783,0
8674,430,(AODB),O,5351,0
8675,430,dimana,O,905,0
8676,430,operasional,O,4250,0
8677,430,bandara,O,7766,0
8678,430,disesuaikan,O,5479,0
8679,430,dengan,O,3381,0
8680,430,jumlah,O,3799,0
8681,430,dan,O,652,0
8682,430,kebutuhan,O,6539,0
8683,430,layanan,O,7704,0
8684,430,penumpang,O,8402,0
8685,430,yang,O,5214,0
8686,430,ditangani,O,4161,0
8687,430,saat,O,1205,0
8688,430,itu,O,5216,0
8689,430,.,O,6215,0
8690,431,Pileg,O,2271,0
8691,431,",",O,7275,0
8692,431,kata,O,5420,0
8693,431,Nurul,B-PER,4530,4
8694,431,lagi,O,4592,0
8695,431,",",O,7275,0
8696,431,tak,O,5495,0
8697,431,bisa,O,3106,0
8698,431,disamakan,O,3401,0
8699,431,dengan,O,3381,0
8700,431,Pilgub,O,3044,0
8701,431,.,O,6215,0
8702,432,Sekolah,O,2936,0
8703,432,tersebut,O,4143,0
8704,432,diselenggarakan,O,6456,0
8705,432,secara,O,3129,0
8706,432,cuma-cuma,O,2592,0
8707,432,tanpa,O,3588,0
8708,432,dikutip,O,1986,0
8709,432,bayaran,O,3333,0
8710,432,.,O,6215,0
8711,433,Proklamasi,O,6129,0
8712,433,kemerdekaan,O,3681,0
8713,433,Indonesia,O,1745,0
8714,433,hanya,O,2923,0
8715,433,diberitakan,O,5109,0
8716,433,singkat,O,3866,0
8717,433,di,O,4961,0
8718,433,harian,B-ORG,3453,2
8719,433,Asia,I-ORG,2021,5
8720,433,Raya,I-ORG,4614,5
8721,433,",",O,7275,0
8722,433,18,O,3860,0
8723,433,Agustus,O,2740,0
8724,433,1945,O,5417,0
8725,433,.,O,6215,0
8726,434,Tujuh,O,284,0
8727,434,polisi,O,2952,0
8728,434,menjadi,O,445,0
8729,434,korban,O,6378,0
8730,434,dalam,O,2176,0
8731,434,serangan,O,4282,0
8732,434,pemberontak,O,5630,0
8733,434,yang,O,5214,0
8734,434,membunuh,O,4437,0
8735,434,dua,O,7157,0
8736,434,polisi,O,2952,0
8737,434,dan,O,652,0
8738,434,menyandera,O,645,0
8739,434,empat,O,3712,0
8740,434,orang,O,4687,0
8741,434,pada,O,2365,0
8742,434,Selasa,O,4713,0
8743,434,malam,O,5864,0
8744,434,",",O,7275,0
8745,434,kata,O,5420,0
8746,434,Kantor,B-ORG,7386,2
8747,434,Berita,I-ORG,1133,5
8748,434,IRNA,I-ORG,2056,5
8749,434,mengutip,O,4110,0
8750,434,kepala,O,6224,0
8751,434,kepolisian,O,719,0
8752,434,Esmael,B-PER,2149,4
8753,434,Ahmadi-Mogadam,I-PER,3996,3
8754,434,.,O,6215,0
8755,435,Dan,O,8486,0
8756,435,semuanya,O,4287,0
8757,435,menarik,O,6970,0
8758,435,:,O,8292,0
8759,435,burung,O,1855,0
8760,435,",",O,7275,0
8761,435,serangga,O,952,0
8762,435,",",O,7275,0
8763,435,tanaman,O,3213,0
8764,435,",",O,7275,0
8765,435,dan,O,652,0
8766,435,kita,O,4705,0
8767,435,jadi,O,8037,0
8768,435,orang,O,4687,0
8769,435,pertama,O,88,0
8770,435,di,O,4961,0
8771,435,pulau,O,5118,0
8772,435,itu,O,5216,0
8773,435,",",O,7275,0
8774,435,kita,O,4705,0
8775,435,mungkin,O,1546,0
8776,435,menemukan,O,1407,0
8777,435,kembali,O,1591,0
8778,435,sesuatu,O,3230,0
8779,435,yang,O,5214,0
8780,435,hilang,O,6457,0
8781,435,",",O,7275,0
8782,435,atau,O,671,0
8783,435,mungkin,O,1546,0
8784,435,sesuatu,O,3230,0
8785,435,yang,O,5214,0
8786,435,baru,O,7187,0
8787,435,.,O,6215,0
8788,436,Kendati,O,3970,0
8789,436,Jepang,O,5538,0
8790,436,telah,O,5612,0
8791,436,mengaku,O,4560,0
8792,436,kalah,O,5081,0
8793,436,pada,O,2365,0
8794,436,sekutu,O,8365,0
8795,436,beberapa,O,5085,0
8796,436,hari,O,6828,0
8797,436,sebelumnya,O,2911,0
8798,436,",",O,7275,0
8799,436,kabar,O,4271,0
8800,436,tersebut,O,4143,0
8801,436,belum,O,138,0
8802,436,diketahui,O,6717,0
8803,436,luas,O,4938,0
8804,436,di,O,4961,0
8805,436,Indonesia,B-LOC,1745,6
8806,436,.,O,6215,0
8807,437,Apapun,O,5235,0
8808,437,yang,O,5214,0
8809,437,diputuskan,O,8325,0
8810,437,oleh,O,5947,0
8811,437,Presiden,O,6498,0
8812,437,Joko,B-PER,7033,4
8813,437,Widodo,I-PER,1296,3
8814,437,harus,O,5970,0
8815,437,didukung,O,703,0
8816,437,penuh,O,190,0
8817,437,dengan,O,3381,0
8818,437,iklas,O,2494,0
8819,437,dan,O,652,0
8820,437,bertanggung,O,7592,0
8821,437,jawab,O,5553,0
8822,437,oleh,O,5947,0
8823,437,semua,O,2302,0
8824,437,kader,O,1538,0
8825,437,",",O,7275,0
