sentence #,word,pos,tag,word_idx,tag_idx
89,Komisi,PROPN,B-ORG,8482,0
89,Pemilihan,PROPN,I-ORG,7237,3
89,Umum,PROPN,I-ORG,4827,3
89,ke,ADP,O,6317,4
89,Pengadilan,PROPN,B-ORG,4269,0
89,Negeri,PROPN,I-ORG,4095,3
89,Jakarta,PROPN,I-ORG,224,3
89,Pusat,PROPN,I-ORG,1491,3
89,.,PUNCT,O,3266,4
90,Pada,ADP,O,4777,4
90,wanita,NOUN,O,2083,4
90,persentasenya,NOUN,O,6524,4
90,dari,ADP,O,3594,4
90,26,NUM,O,6412,4
90,persen,NOUN,O,4501,4
90,menjadi,VERB,O,1366,4
90,35,NUM,O,2189,4
90,persen,NOUN,O,4501,4
90,.,PUNCT,O,3266,4
91,Karena,SCONJ,O,196,4
91,terjadi,VERB,O,2913,4
91,panic,NOUN,O,1411,4
91,buying,NOUN,O,2094,4
91,yang,PRON,O,4477,4
91,sebenarnya,ADV,O,3212,4
91,nggak,ADJ,O,8129,4
91,perlu,ADV,O,6722,4
91,terjadi,VERB,O,2913,4
91,.,PUNCT,O,3266,4
92,Menurut,ADP,O,2142,4
92,Lely,PROPN,B-PER,2888,2
92,",",PUNCT,O,3948,4
92,para,DET,O,4146,4
92,artis,NOUN,O,6744,4
92,yang,PRON,O,4477,4
92,masuk,VERB,O,7257,4
92,panggung,NOUN,O,7105,4
92,politik,NOUN,O,7107,4
92,memang,ADV,O,7659,4
92,harus,ADV,O,5244,4
92,bisa,ADV,O,1388,4
92,menampilkan,VERB,O,2959,4
92,kemampuannya,NOUN,O,1157,4
92,berbicara,VERB,O,7448,4
92,soal,NOUN,O,3241,4
92,banyak,ADV,O,7555,4
92,hal,NOUN,O,4196,4
92,.,PUNCT,O,3266,4
93,Roosseno,PROPN,B-PER,617,2
93,Soerjohadikoesoema,PROPN,I-PER,1358,5
93,merupakan,VERB,O,6128,4
93,Bapak,PROPN,O,4328,4
93,Beton,PROPN,O,2512,4
93,Bertulang,PROPN,O,5690,4
93,Indonesia,PROPN,O,3518,4
93,.,PUNCT,O,3266,4
94,Presiden,PROPN,O,79,4
94,Susilo,PROPN,B-PER,5867,2
94,Bambang,PROPN,I-PER,6190,5
94,Yudhoyono,PROPN,I-PER,6106,5
94,membantah,VERB,O,6978,4
94,pandangan,NOUN,O,6516,4
94,yang,PRON,O,4477,4
94,menilai,VERB,O,7688,4
94,adanya,PRON,O,3526,4
94,upaya,NOUN,O,4868,4
94,dirinya,PRON,O,7587,4
94,mencampuri,VERB,O,8344,4
94,urusan,NOUN,O,2653,4
94,Presiden,PROPN,O,79,4
94,terpilih,VERB,O,7980,4
94,Joko,PROPN,B-PER,2526,2
94,Widodo,PROPN,I-PER,7595,5
94,dalam,ADP,O,4955,4
94,menyusun,NOUN,O,6428,4
94,pemerintahan,NOUN,O,1826,4
94,.,PUNCT,O,3266,4
95,Bahkan,SCONJ,O,2336,4
95,",",PUNCT,O,3948,4
95,ujar,NOUN,O,5916,4
95,dia,PRON,O,5416,4
95,",",PUNCT,O,3948,4
95,bila,SCONJ,O,5719,4
95,perlu,ADV,O,6722,4
95,",",PUNCT,O,3948,4
95,kandidat,NOUN,O,2181,4
95,capres,NOUN,O,8075,4
95,baru,ADJ,O,6846,4
95,segera,ADV,O,2485,4
95,dimunculkan,VERB,O,7302,4
95,oleh,ADP,O,3928,4
95,PKB,PROPN,B-ORG,6361,0
95,.,PUNCT,O,3266,4
96,Terminal,PROPN,B-LOC,8202,1
96,seluas,ADP,O,3092,4
96,110.000,NUM,O,2016,4
96,m2,NOUN,O,6917,4
96,dengan,ADP,O,7841,4
96,kapasitas,NOUN,O,6006,4
96,10,NUM,O,258,4
96,juta,NOUN,O,1637,4
96,penumpang,NOUN,O,6141,4
96,per,ADP,O,711,4
96,tahun,NOUN,O,6565,4
96,ini,DET,O,3244,4
96,dikerjakan,VERB,O,7022,4
96,selama,ADP,O,3727,4
96,32,NUM,O,5881,4
96,bulan,NOUN,O,6670,4
96,sejak,ADP,O,4879,4
96,Agustus,PROPN,O,7974,4
96,2011,NUM,O,534,4
96,hingga,ADP,O,2718,4
96,Maret,NOUN,O,2474,4
96,2014,NUM,O,3457,4
96,",",PUNCT,O,3948,4
96,dengan,ADP,O,7841,4
96,total,NOUN,O,3177,4
96,investasi,NOUN,O,871,4
96,sekitar,ADP,O,8098,4
96,Rp,PROPN,O,6746,4
96,2,NUM,O,4630,4
96,triliun,NOUN,O,7852,4
96,.,PUNCT,O,3266,4
97,Helikopter,NOUN,O,1367,4
97,tersebut,DET,O,1513,4
97,mengalami,VERB,O,6238,4
97,kecelakaan,NOUN,O,5336,4
97,di,ADP,O,2096,4
97,atas,ADP,O,7545,4
97,pangkalan,NOUN,B-LOC,7879,1
97,udara,NOUN,I-LOC,377,6
97,Angkatan,NOUN,I-LOC,7064,6
97,Udara,NOUN,I-LOC,104,6
97,Kerajaan,PROPN,B-LOC,5643,1
97,Inggris,PROPN,I-LOC,3932,6
97,",",PUNCT,O,3948,4
97,Ternhill,PROPN,B-LOC,80,1
97,",",PUNCT,O,3948,4
97,di,ADP,O,2096,4
97,dekat,ADJ,O,636,4
97,Pasar,NOUN,B-LOC,278,1
97,Drayton,PROPN,I-LOC,1063,6
97,",",PUNCT,O,3948,4
97,Shropshire,PROPN,B-LOC,4462,1
97,.,PUNCT,O,3266,4
98,Bahkan,SCONJ,O,2336,4
98,",",PUNCT,O,3948,4
98,tingkat,NOUN,O,6706,4
98,elektabilitas,NOUN,O,158,4
98,Gubernur,PROPN,O,4550,4
98,DKI,PROPN,O,6132,4
98,Jakarta,PROPN,O,224,4
98,melebihi,VERB,O,2423,4
98,nama,NOUN,O,3404,4
98,lain,ADJ,O,2704,4
98,yang,PRON,O,4477,4
98,mendeklarasikan,VERB,O,6813,4
98,diri,NOUN,O,5607,4
98,sebagai,ADP,O,6567,4
98,calon,NOUN,O,7255,4
98,presiden,NOUN,O,4628,4
98,.,PUNCT,O,3266,4
99,Untuk,ADP,O,7214,4
99,mengungkap,VERB,O,2457,4
99,misteri,NOUN,O,1444,4
99,air,NOUN,O,4351,4
99,di,ADP,O,2096,4
99,Bulan,PROPN,B-LOC,7019,1
99,",",PUNCT,O,3948,4
99,NASA,PROPN,B-ORG,5139,0
99,telah,ADV,O,6837,4
99,menyiapkan,VERB,O,7069,4
99,pengiriman,NOUN,O,8267,4
99,satelit,NOUN,O,4572,4
99,LRO,PROPN,O,1657,4
99,tahun,NOUN,O,6565,4
99,ini,DET,O,3244,4
99,.,PUNCT,O,3266,4
100,Pak,PROPN,O,5245,4
100,Suhardi,PROPN,B-PER,7882,2
100,berpantang,VERB,O,8300,4
100,untuk,ADP,O,7038,4
100,makan,VERB,O,3082,4
100,gandum,NOUN,O,4288,4
100,",",PUNCT,O,3948,4
100,roti,NOUN,O,7803,4
100,ataupun,CCONJ,O,6539,4
100,mi,NOUN,O,6641,4
100,.,PUNCT,O,3266,4
100,Atau,CCONJ,O,1670,4
100,apa,PRON,O,3374,4
100,pun,PART,O,1853,4
100,yang,PRON,O,4477,4
100,terbuat,VERB,O,5314,4
100,dari,ADP,O,3594,4
100,gandum,NOUN,O,4288,4
100,",",PUNCT,O,3948,4
100,kata,NOUN,O,8331,4
100,dia,PRON,O,5416,4
100,tanpa,ADP,O,6242,4
100,menjelaskan,VERB,O,218,4
100,lebih,ADV,O,8043,4
100,jauh,ADJ,O,5636,4
100,alasannya,NOUN,O,8457,4
100,.,PUNCT,O,3266,4
101,Sebelum,ADV,O,1546,4
101,libur,NOUN,O,6349,4
101,Lebaran,PROPN,O,3642,4
101,ada,VERB,O,8499,4
101,beberapa,DET,O,5800,4
101,pasien,NOUN,O,4967,4
101,saya,PRON,O,5017,4
101,yang,PRON,O,4477,4
101,akan,ADV,O,2842,4
101,berangkat,VERB,O,7632,4
101,ke,ADP,O,6317,4
101,Afrika,PROPN,B-LOC,4726,1
101,menanyakan,VERB,O,0,4
101,kepada,ADP,O,3289,4
101,saya,PRON,O,5017,4
101,akan,ADV,O,2842,4
101,penyakit,NOUN,O,5766,4
101,infeksi,NOUN,O,4605,4
101,virus,NOUN,O,8276,4
101,ebola,NOUN,O,6419,4
101,.,PUNCT,O,3266,4
102,Kementerian,NOUN,B-ORG,4364,0
102,luar,ADP,I-ORG,4168,3
102,negeri,NOUN,I-ORG,5866,3
102,Mesir,PROPN,I-ORG,4158,3
102,Sabtu,PROPN,O,8246,4
102,menyerukan,VERB,O,6174,4
102,kedua,NUM,O,4129,4
102,pihak,NOUN,O,5055,4
102,memulai,VERB,O,5266,4
102,kembali,VERB,O,1810,4
102,perundingan,NOUN,O,5462,4
102,.,PUNCT,O,3266,4
103,Sabtu,DET,O,8246,4
103,malam,NOUN,O,3623,4
103,",",PUNCT,O,3948,4
103,tembakan,NOUN,O,5446,4
103,roket,NOUN,O,5150,4
103,dari,ADP,O,3594,4
103,Libanon,PROPN,B-LOC,4922,1
103,menghantam,VERB,O,6503,4
103,Israel,PROPN,B-LOC,1738,1
103,utara,PROPN,I-LOC,6527,6
103,.,PUNCT,O,3266,4
104,Dia,PRON,O,8294,4
104,menargetkan,VERB,O,4914,4
104,sebanyak,ADP,O,1041,4
104,3,NUM,O,5735,4
104,juta,NUM,O,1637,4
104,orang,NOUN,O,4640,4
104,turis,NOUN,O,3,4
104,Tiongkok,PROPN,O,1956,4
104,ke,ADP,O,6317,4
104,Indonesia,PROPN,B-LOC,3518,1
104,pada,ADP,O,2754,4
104,2016,NUM,O,7422,4
104,.,PUNCT,O,3266,4
105,Sejumlah,DET,O,5452,4
105,serangan,NOUN,O,6127,4
105,udara,NOUN,O,377,4
105,Israel,PROPN,O,1738,4
105,yang,PRON,O,4477,4
105,dilancarkan,VERB,O,7449,4
105,pada,ADP,O,2754,4
105,Minggu,PROPN,O,1993,4
105,(24/8),PUNCT,O,5550,4
105,menewaskan,VERB,O,6748,4
105,sedikitnya,ADV,O,8134,4
105,14,NUM,O,3635,4
105,orang,NOUN,O,4640,4
105,",",PUNCT,O,3948,4
105,termasuk,VERB,O,1045,4
105,6,NUM,O,6614,4
105,anak-anak,NOUN,O,1203,4
105,.,PUNCT,O,3266,4
106,Ia,PRON,O,2240,4
106,menambahkan,VERB,O,8120,4
106,dari,ADP,O,3594,4
106,pemangkasan,NOUN,O,2992,4
106,1000,NUM,O,5151,4
106,liter,NOUN,O,5130,4
106,BBM,NOUN,O,7264,4
106,subsidi,NOUN,O,5060,4
106,",",PUNCT,O,3948,4
106,digantikan,VERB,O,1662,4
106,dengan,ADP,O,7841,4
106,BBM,PROPN,O,7264,4
106,non,ADJ,O,5097,4
106,subsidi,NOUN,O,5060,4
106,seperti,ADP,O,637,4
106,Pertamax,PROPN,O,6999,4
106,",",PUNCT,O,3948,4
106,Pertadex,PROPN,O,824,4
106,",",PUNCT,O,3948,4
106,solar,NOUN,O,5623,4
106,",",PUNCT,O,3948,4
106,atau,CCONJ,O,7860,4
106,premium,NOUN,O,5467,4
106,non,ADJ,O,5097,4
106,subsidi,NOUN,O,5060,4
106,.,PUNCT,O,3266,4
107,Kalau,SCONJ,O,4780,4
107,naiknya,NOUN,O,8078,4
107,sekitar,ADP,O,8098,4
107,Rp,PROPN,O,6746,4
107,2.000,NUM,O,4574,4
107,per,ADP,O,711,4
107,liter,NOUN,O,5130,4
107,seperti,ADP,O,637,4
107,tahun,NOUN,O,6565,4
107,lalu,ADJ,O,7820,4
107,",",PUNCT,O,3948,4
107,sudah,ADV,O,6496,4
107,ada,VERB,O,8499,4
107,buktinya,NOUN,O,8243,4
107,kalau,SCONJ,O,556,4
107,dampaknya,NOUN,O,1334,4
107,kecil,ADJ,O,6133,4
107,",",PUNCT,O,3948,4
107,aman-aman,ADJ,O,7933,4
107,saja,ADV,O,3799,4
107,",",PUNCT,O,3948,4
107,tidak,PART,O,6969,4
107,ada,VERB,O,8499,4
107,gejolak,NOUN,O,2265,4
107,yang,PRON,O,4477,4
107,berlebihan,VERB,O,5672,4
107,",",PUNCT,O,3948,4
107,katanya,NOUN,O,7009,4
107,.,PUNCT,O,3266,4
108,Cadar,NOUN,O,4243,4
108,itu,DET,O,7226,4
108,menutupi,VERB,O,6681,4
108,hampir,ADV,O,6138,4
108,seluruh,DET,O,2538,4
108,wajah,NOUN,O,1886,4
108,ketiganya,NOUN,O,4570,4
108,",",PUNCT,O,3948,4
108,kecuali,SCONJ,O,2801,4
108,bagian,NOUN,O,6588,4
108,mata,NOUN,O,667,4
108,.,PUNCT,O,3266,4
109,Demi,ADP,O,685,4
109,Allah,PROPN,O,4728,4
109,tidak,PART,O,6969,4
109,pernah,ADV,O,165,4
109,",",PUNCT,O,3948,4
109,sumpah,NOUN,O,3515,4
109,Susno,PROPN,B-PER,1470,2
109,.,PUNCT,O,3266,4
110,Antrean,NOUN,O,5343,4
110,tersebut,DET,O,1513,4
110,sebagai,ADP,O,6567,4
110,bentuk,NOUN,O,256,4
110,kepanikan,NOUN,O,7178,4
110,warga,NOUN,O,6764,4
110,akibat,NOUN,O,3052,4
110,pemangkasan,NOUN,O,2992,4
110,kuota,NOUN,O,112,4
110,harian,ADJ,O,1423,4
110,di,ADP,O,2096,4
110,SPBU,PROPN,B-LOC,702,1
110,oleh,ADP,O,3928,4
110,Pertamina,NOUN,B-ORG,6152,0
110,.,PUNCT,O,3266,4
111,Roosseno,PROPN,B-PER,617,2
111,Menteri,PROPN,O,1621,4
111,Pekerjaan,PROPN,O,4304,4
111,Umum,PROPN,O,4827,4
111,pada,ADP,O,2754,4
111,Kabinet,PROPN,O,5202,4
111,Ali,PROPN,B-PER,2157,2
111,Sastroamidjojo,PROPN,I-PER,2295,5
111,.,PUNCT,O,3266,4
112,Arahan,PROPN,O,7572,4
112,Ical,PROPN,B-PER,3540,2
112,ke,ADP,O,6317,4
112,anak,NOUN,O,8404,4
112,buahnya,NOUN,O,3190,4
112,kami,PRON,O,1936,4
112,sudah,ADV,O,6496,4
112,tahu,VERB,O,5759,4
112,",",PUNCT,O,3948,4
112,ujungnya,NOUN,O,4316,4
112,kami,PRON,O,1936,4
112,sudah,ADV,O,6496,4
112,tahu,VERB,O,5759,4
112,.,PUNCT,O,3266,4
112,Itu,PRON,O,4698,4
112,nggak,NOUN,O,8129,4
112,masalah,NOUN,O,7569,4
112,.,PUNCT,O,3266,4
112,Nggak,PROPN,O,5664,4
112,seriusan,VERB,O,8073,4
112,",",PUNCT,O,3948,4
112,ujarnya,NOUN,O,5192,4
112,.,PUNCT,O,3266,4
113,Sudah,ADV,O,6386,4
113,ada,VERB,O,8499,4
113,dari,ADP,O,3594,4
113,awal,ADJ,O,8515,4
113,sudah,ADV,O,6496,4
113,kami,PRON,O,1936,4
113,sampaikan,VERB,O,3742,4
113,pada,ADP,O,2754,4
113,ketum,NOUN,O,3698,4
113,bahwa,SCONJ,O,3403,4
113,sejak,ADP,O,4879,4
113,awal,ADJ,O,8515,4
113,kita,PRON,O,3596,4
113,nggak,VERB,O,8129,4
113,mungkin,ADV,O,6629,4
113,lagi,ADV,O,3609,4
113,berkegiatan,VERB,O,6513,4
113,pada,ADP,O,2754,4
113,hari-hari,NOUN,O,631,4
113,kerja,NOUN,O,6114,4
113,",",PUNCT,O,3948,4
113,tegas,NOUN,O,127,4
113,Agung,PROPN,B-PER,2039,2
113,kepada,ADP,O,3289,4
113,wartawan,NOUN,O,1962,4
113,termasuk,VERB,O,1045,4
113,Tribunnews.com,PROPN,B-ORG,5236,0
113,",",PUNCT,O,3948,4
113,di,ADP,O,2096,4
113,Kompleks,PROPN,B-LOC,6818,1
113,Istana,PROPN,I-LOC,5682,6
113,Negara,PROPN,I-LOC,293,6
113,",",PUNCT,O,3948,4
113,Jakarta,PROPN,B-LOC,224,1
113,",",PUNCT,O,3948,4
113,Selasa,PROPN,O,4022,4
113,(29/1/2013),PUNCT,O,7698,4
113,.,PUNCT,O,3266,4
114,Sesuai,ADJ,O,1695,4
114,UU,PROPN,O,7918,4
114,Pemilu,PROPN,O,3034,4
114,Presiden,PROPN,O,79,4
114,",",PUNCT,O,3948,4
114,pasangan,NOUN,O,3000,4
114,calon,NOUN,O,7255,4
114,presiden-calon,NOUN,O,87,4
114,wakil,NOUN,O,3439,4
114,presiden,NOUN,O,4628,4
114,dapat,ADV,O,2323,4
114,diajukan,VERB,O,12,4
114,oleh,ADP,O,3928,4
114,partai,NOUN,O,839,4
114,politik,NOUN,O,7107,4
114,atau,CCONJ,O,7860,4
114,gabungan,NOUN,O,6796,4
114,partai,NOUN,O,839,4
114,politik,NOUN,O,7107,4
114,yang,PRON,O,4477,4
114,memeroleh,VERB,O,4835,4
114,20,NUM,O,6015,4
114,persen,NOUN,O,4501,4
114,suara,NOUN,O,8382,4
114,pada,ADP,O,2754,4
114,pemilu,NOUN,O,5577,4
114,legislatif,NOUN,O,5253,4
114,.,PUNCT,O,3266,4
115,Beberapa,DET,O,7086,4
115,penumpang,NOUN,O,6141,4
115,mengalami,VERB,O,6238,4
115,luka-luka,NOUN,O,8137,4
115,ringan,ADJ,O,715,4
115,",",PUNCT,O,3948,4
115,banyak,ADV,O,7555,4
115,dari,ADP,O,3594,4
115,mereka,PRON,O,4546,4
115,meloncat,VERB,O,4083,4
115,turun,VERB,O,1555,4
115,dari,ADP,O,3594,4
115,pesawat,NOUN,O,1318,4
115,itu,DET,O,7226,4
115,di,ADP,O,2096,4
115,Las,PROPN,B-LOC,3651,1
115,Palmas,PROPN,I-LOC,2910,6
115,.,PUNCT,O,3266,4
116,Mereka,PRON,O,7136,4
116,dapat,ADV,O,2323,4
116,menghasilkan,VERB,O,3962,4
116,tampilan,NOUN,O,7682,4
116,32,NUM,O,5881,4
116,bit,NUM,O,5146,4
116,grayscale,NOUN,O,8206,4
116,pada,ADP,O,2754,4
116,resolusi,NOUN,O,6605,4
116,1024,NUM,O,623,4
116,x,PROPN,O,7325,4
116,768,NUM,O,575,4
116,",",PUNCT,O,3948,4
116,sehingga,SCONJ,O,5065,4
116,mereka,PRON,O,4546,4
116,dapat,ADV,O,2323,4
116,berantarmuka,VERB,O,2784,4
116,dengan,ADP,O,7841,4
116,komputer,NOUN,O,671,4
116,modern,ADJ,O,3489,4
116,.,PUNCT,O,3266,4
117,Wacana,PROPN,O,5454,4
117,reshuffle,PROPN,O,2559,4
117,mengemuka,VERB,O,349,4
117,sejak,ADP,O,4879,4
117,menjelang,VERB,O,4770,4
117,setahun,NOUN,O,7708,4
117,usia,NOUN,O,4669,4
117,pemerintahan,NOUN,O,1826,4
117,SBY-Boediono,PROPN,O,237,4
117,.,PUNCT,O,3266,4
118,Pak,PROPN,O,5245,4
118,Suhardi,PROPN,B-PER,7882,2
118,itu,DET,O,7226,4
118,bawaannya,NOUN,O,5290,4
118,kalem,NUM,O,3719,4
118,.,PUNCT,O,3266,4
118,Tenanglah,PROPN,O,2874,4
118,Pak,PROPN,O,5245,4
118,Suhardi,PROPN,B-PER,7882,2
118,",",PUNCT,O,3948,4
118,kata,NOUN,O,8331,4
118,dia,PRON,O,5416,4
118,usai,VERB,O,8450,4
118,menjenguk,VERB,O,3398,4
118,Suhardi,PROPN,B-PER,7882,2
118,di,ADP,O,2096,4
118,RSPP,PROPN,B-LOC,3309,1
118,",",PUNCT,O,3948,4
118,Jakarta,PROPN,B-LOC,224,1
118,",",PUNCT,O,3948,4
118,Selasa,PROPN,O,4022,4
118,",",PUNCT,O,3948,4
118,26,NUM,O,6412,4
118,Agustus,PROPN,O,7974,4
118,2014,NUM,O,3457,4
118,.,PUNCT,O,3266,4
119,Ekonom,PROPN,O,6552,4
119,Bisnis,PROPN,O,3105,4
119,Indonesia,PROPN,B-LOC,3518,1
119,Dr,PROPN,O,6126,4
119,.,PUNCT,O,3266,4
119,Rofikoh,PROPN,B-PER,4344,2
119,Rokhim,PROPN,I-PER,6634,5
119,",",PUNCT,O,3948,4
119,dalam,ADP,O,4955,4
119,acara,NOUN,O,7710,4
119,penobatan,NOUN,O,4411,4
119,',PUNCT,O,5994,4
119,Banking,PROPN,O,1169,4
119,Efficiency,PROPN,O,5015,4
119,Award,PROPN,O,3215,4
119,Bisnis,PROPN,O,3105,4
119,Indonesia,PROPN,B-LOC,3518,1
119,2007,NUM,O,7549,4
119,',PUNCT,O,5994,4
119,di,ADP,O,2096,4
119,Jakarta,PROPN,B-LOC,224,1
119,",",PUNCT,O,3948,4
119,Senin,PROPN,O,3412,4
119,",",PUNCT,O,3948,4
119,mengatakan,VERB,O,2557,4
119,bahwa,SCONJ,O,3403,4
119,Bank,PROPN,B-ORG,6619,0
119,Mandiri,PROPN,I-ORG,7886,3
119,merupakan,VERB,O,6128,4
119,bank,NOUN,O,4945,4
119,yang,PRON,O,4477,4
119,memiliki,VERB,O,7894,4
119,skor,NOUN,O,2669,4
119,efesiensi,NOUN,O,5406,4
119,tertinggi,ADJ,O,1723,4
119,dibandingkan,VERB,O,1201,4
119,nilai,NOUN,O,1183,4
119,efesiensi,NOUN,O,5406,4
119,relatif,ADV,O,3465,4
119,dari,ADP,O,3594,4
119,keseluruhan,PRON,O,912,4
119,bank,NOUN,O,4945,4
119,dengan,ADP,O,7841,4
119,rata-rata,NOUN,O,564,4
119,nilai,NOUN,O,1183,4
119,"0,85863",NUM,O,7726,4
119,.,PUNCT,O,3266,4
120,Sebelumnya,ADV,O,5007,4
120,",",PUNCT,O,3948,4
120,selain,ADP,O,6752,4
120,Prasetyo,PROPN,B-PER,1473,2
120,",",PUNCT,O,3948,4
120,muncul,VERB,O,2172,4
120,beberapa,DET,O,5800,4
120,nama,NOUN,O,3404,4
120,calon,NOUN,O,7255,4
120,Jaksa,PROPN,O,7367,4
120,Agung,PROPN,O,2039,4
120,",",PUNCT,O,3948,4
120,seperti,ADP,O,637,4
120,Kepala,PROPN,O,2204,4
120,Pusat,PROPN,B-ORG,1491,0
120,Pelaporan,PROPN,I-ORG,6025,3
120,dan,CCONJ,I-ORG,418,3
120,Analisis,PROPN,I-ORG,8329,3
120,Transaksi,PROPN,I-ORG,818,3
120,Keuangan,PROPN,I-ORG,7725,3
120,Muhammad,PROPN,B-PER,8226,2
120,Yusuf,PROPN,I-PER,308,5
120,",",PUNCT,O,3948,4
120,serta,CCONJ,O,3963,4
120,dari,ADP,O,3594,4
120,internal,ADJ,O,6120,4
120,Kejaksaan,NOUN,B-ORG,1948,0
120,ada,VERB,O,8499,4
120,Widyo,PROPN,B-PER,4865,2
120,Pramono,PROPN,I-PER,148,5
120,dan,CCONJ,O,418,4
120,Andhi,PROPN,B-PER,361,2
120,Nirwanto,PROPN,I-PER,5476,5
120,.,PUNCT,O,3266,4
121,Obligasi,NOUN,O,3232,4
121,30,NUM,O,8084,4
121,tahun,NOUN,O,6565,4
121,tolok,NOUN,O,3857,4
121,ukur,NOUN,O,5013,4
121,Departemen,PROPN,B-ORG,6283,0
121,Keuangan,PROPN,I-ORG,7725,3
121,naik,VERB,O,4962,4
121,kurang,ADV,O,4229,4
121,dari,ADP,O,3594,4
121,seperempat,NOUN,O,5312,4
121,poin,NOUN,O,3236,4
121,",",PUNCT,O,3948,4
121,atau,CCONJ,O,7860,4
121,kurang,ADV,O,4229,4
121,dari,ADP,O,3594,4
121,$2.50,NUM,O,3897,4
121,untuk,ADP,O,7038,4
121,setiap,DET,O,739,4
121,"$1,000",NUM,O,678,4
121,dari,ADP,O,3594,4
121,jumlah,NOUN,O,5161,4
121,/,SYM,O,5113,4
121,nilai,NOUN,O,1183,4
121,pertama,NUM,O,4139,4
121,.,PUNCT,O,3266,4
122,Untuk,ADP,O,7214,4
122,memukul,VERB,O,190,4
122,mundur,ADJ,O,4443,4
122,massa,NOUN,O,2008,4
122,",",PUNCT,O,3948,4
122,aparat,NOUN,O,1256,4
122,menyemprotkan,VERB,O,93,4
122,gas,NOUN,O,4290,4
122,air,NOUN,O,4351,4
122,mata,NOUN,O,667,4
122,dan,CCONJ,O,418,4
122,meriam,NOUN,O,6578,4
122,air,NOUN,O,4351,4
122,.,PUNCT,O,3266,4
123,Kepentingan,NOUN,O,6760,4
123,bangsa,NOUN,O,1558,4
123,ke,ADP,O,6317,4
123,depan,NOUN,O,6355,4
123,lebih,ADV,O,8043,4
123,berarti,VERB,O,7487,4
123,dari,ADP,O,3594,4
123,kepentingan,NOUN,O,7967,4
123,sesaat,NOUN,O,4134,4
123,.,PUNCT,O,3266,4
123,Didi,PRON,B-PER,2214,2
123,mengatakan,VERB,O,2557,4
123,partainya,NOUN,O,3945,4
123,tetap,ADV,O,5468,4
123,ingin,ADV,O,1052,4
123,mempertahankan,VERB,O,3393,4
123,pemilihan,NOUN,O,3914,4
123,kepala,NOUN,O,4370,4
123,daerah,NOUN,O,4242,4
123,secara,ADP,O,511,4
123,langsung,ADJ,O,1552,4
123,dengan,ADP,O,7841,4
123,sepuluh,NUM,O,1341,4
123,perbaikan,NOUN,O,3628,4
123,seperti,ADP,O,637,4
123,yang,PRON,O,4477,4
123,tertuang,VERB,O,355,4
123,dalam,ADP,O,4955,4
123,perpu,NOUN,O,2523,4
123,tersebut,DET,O,1513,4
123,.,PUNCT,O,3266,4
124,Kami,PRON,O,7380,4
124,menilai,VERB,O,7688,4
124,keadaan,NOUN,O,2317,4
124,tugas,NOUN,O,2554,4
124,itu,DET,O,7226,4
124,dan,CCONJ,O,418,4
124,sangat,ADV,O,5289,4
124,segera,ADV,O,2485,4
124,",",PUNCT,O,3948,4
124,kami,PRON,O,1936,4
124,akan,ADV,O,2842,4
124,menyatakan,VERB,O,6949,4
124,sendiri,ADJ,O,2036,4
124,soal,NOUN,O,3241,4
124,itu,DET,O,7226,4
124,",",PUNCT,O,3948,4
124,tambah,VERB,O,7281,4
124,dia,PRON,O,5416,4
124,.,PUNCT,O,3266,4
125,Kita,PRON,O,7106,4
125,mencoba,VERB,O,7887,4
125,membuat,VERB,O,4581,4
125,satu,DET,O,431,4
125,inovasi,NOUN,O,5257,4
125,untuk,ADP,O,7038,4
125,memproses,VERB,O,7271,4
125,darah,NOUN,O,3376,4
125,sapi,NOUN,O,8027,4
125,bisa,ADV,O,1388,4
125,bermanfaat,VERB,O,8047,4
125,",",PUNCT,O,3948,4
125,pungkasnya,PROPN,O,2279,4
125,.,PUNCT,O,3266,4
126,Kesepakatan,NOUN,O,557,4
126,itu,DET,O,7226,4
126,menjadi,VERB,O,1366,4
126,rujukan,NOUN,O,4237,4
126,saya,PRON,O,5017,4
126,dalam,ADP,O,4955,4
126,merespon,VERB,O,3373,4
126,perkembangan,NOUN,O,986,4
126,politik,NOUN,O,7107,4
126,akhir-akhir,NOUN,O,451,4
126,ini,DET,O,3244,4
126,.,PUNCT,O,3266,4
126,Kesepakatan,NOUN,O,557,4
126,itu,DET,O,7226,4
126,berupa,VERB,O,7520,4
126,dukungan,NOUN,O,3908,4
126,suksesnya,NOUN,O,2182,4
126,pemerintahan,NOUN,O,1826,4
126,SBY-Boediono,PROPN,O,237,4
126,2009-2014,PROPN,O,686,4
126,di,ADP,O,2096,4
126,bidang,NOUN,O,1532,4
126,eksekutif,ADJ,O,552,4
126,dan,CCONJ,O,418,4
126,legislatif,NOUN,O,5253,4
126,.,PUNCT,O,3266,4
127,Sehingga,SCONJ,O,2203,4
127,proses,NOUN,O,6252,4
127,selanjutnya,ADJ,O,1584,4
127,sampai,ADP,O,6785,4
127,pelantikan,NOUN,O,5449,4
127,akan,ADV,O,2842,4
127,berlangsung,VERB,O,2647,4
127,sesuai,ADP,O,1803,4
127,kalender,NOUN,O,4352,4
127,konstitusional,ADJ,O,6959,4
127,yang,PRON,O,4477,4
127,ditetapkan,VERB,O,3731,4
127,oleh,ADP,O,3928,4
127,UUD,PROPN,O,5419,4
127,1945,NUM,O,3179,4
127,dan,CCONJ,O,418,4
